S;k;time
508;2;0.000066
508;3;0.000070
508;4;0.000074
508;5;0.000081
508;6;0.000085
508;7;0.000090
508;8;0.000094
508;9;0.000098
508;10;0.000153
508;11;0.000199
508;12;0.000104
508;13;0.000108
508;14;0.000112
508;15;0.000113
508;16;0.000117
508;17;0.000118
508;18;0.000119
508;19;0.000121
509;0;0.000055
509;1;0.000063
509;2;0.000066
509;3;0.000071
509;4;0.000076
509;5;0.000080
509;6;0.000086
509;7;0.000090
509;8;0.000095
509;9;0.000098
509;10;0.000100
509;11;0.000103
509;12;0.000105
509;13;0.000110
509;14;0.000111
509;15;0.000115
509;16;0.000115
509;17;0.000118
509;18;0.000120
509;19;0.000122
510;0;0.000055
510;1;0.000063
510;2;0.000067
510;3;0.000071
510;4;0.000076
510;5;0.000081
510;6;0.000086
510;7;0.000090
510;8;0.000094
510;9;0.000099
510;10;0.000101
510;11;0.000103
510;12;0.000105
510;13;0.000109
510;14;0.000111
510;15;0.000114
510;16;0.000205
510;17;0.000171
510;18;0.000153
510;19;0.000123
511;0;0.000056
511;1;0.000062
511;2;0.000066
511;3;0.000070
511;4;0.000075
511;5;0.000151
511;6;0.000086
511;7;0.000090
511;8;0.000129
511;9;0.000098
511;10;0.000103
511;11;0.000105
511;12;0.000107
511;13;0.000109
511;14;0.000113
511;15;0.000133
511;16;0.000133
511;17;0.000119
511;18;0.000120
511;19;0.000124
512;0;0.000060
512;1;0.000064
512;2;0.000066
512;3;0.000071
512;4;0.000075
512;5;0.000082
512;6;0.000154
512;7;0.000092
512;8;0.000128
512;9;0.000100
512;10;0.000102
512;11;0.000105
512;12;0.000106
512;13;0.000112
512;14;0.000111
512;15;0.000134
512;16;0.000133
512;17;0.000141
512;18;0.000138
512;19;0.000123
513;0;0.000055
513;1;0.000101
513;2;0.000099
513;3;0.000070
513;4;0.000109
513;5;0.000081
513;6;0.000086
513;7;0.000090
513;8;0.000096
513;9;0.000100
513;10;0.000102
513;11;0.000104
513;12;0.000106
513;13;0.000130
513;14;0.000163
513;15;0.000116
513;16;0.000118
513;17;0.000120
513;18;0.000190
513;19;0.000124
514;0;0.000089
514;1;0.000063
514;2;0.000066
514;3;0.000071
514;4;0.000076
514;5;0.000082
514;6;0.000086
514;7;0.000091
514;8;0.000114
514;9;0.000116
514;10;0.000102
514;11;0.000105
514;12;0.000176
514;13;0.000216
514;14;0.000149
514;15;0.000117
514;16;0.000119
514;17;0.000139
514;18;0.000137
514;19;0.000125
515;0;0.000055
515;1;0.000082
515;2;0.000152
515;3;0.000070
515;4;0.000075
515;5;0.000081
515;6;0.000086
515;7;0.000091
515;8;0.000096
515;9;0.000101
515;10;0.000101
515;11;0.000103
515;12;0.000107
515;13;0.000110
515;14;0.000113
515;15;0.000114
515;16;0.000117
515;17;0.000119
515;18;0.000121
515;19;0.000124
516;0;0.000055
516;1;0.000064
516;2;0.000067
516;3;0.000071
516;4;0.000075
516;5;0.000082
516;6;0.000088
516;7;0.000091
516;8;0.000095
516;9;0.000169
516;10;0.000102
516;11;0.000104
516;12;0.000106
516;13;0.000110
516;14;0.000181
516;15;0.000150
516;16;0.000117
516;17;0.000124
516;18;0.000121
516;19;0.000123
517;0;0.000055
517;1;0.000064
517;2;0.000067
517;3;0.000072
517;4;0.000075
517;5;0.000082
517;6;0.000087
517;7;0.000091
517;8;0.000097
517;9;0.000100
517;10;0.000101
517;11;0.000104
517;12;0.000106
517;13;0.000111
517;14;0.000113
517;15;0.000116
517;16;0.000118
517;17;0.000120
517;18;0.000122
517;19;0.000124
518;0;0.000056
518;1;0.000064
518;2;0.000067
518;3;0.000071
518;4;0.000076
518;5;0.000082
518;6;0.000087
518;7;0.000144
518;8;0.000133
518;9;0.000115
518;10;0.000102
518;11;0.000105
518;12;0.000107
518;13;0.000111
518;14;0.000113
518;15;0.000116
518;16;0.000118
518;17;0.000119
518;18;0.000123
518;19;0.000124
519;0;0.000056
519;1;0.000063
519;2;0.000067
519;3;0.000071
519;4;0.000076
519;5;0.000083
519;6;0.000087
519;7;0.000092
519;8;0.000098
519;9;0.000100
519;10;0.000102
519;11;0.000104
519;12;0.000108
519;13;0.000111
519;14;0.000114
519;15;0.000115
519;16;0.000118
519;17;0.000119
519;18;0.000122
519;19;0.000193
520;0;0.000075
520;1;0.000080
520;2;0.000104
520;3;0.000106
520;4;0.000076
520;5;0.000082
520;6;0.000088
520;7;0.000094
520;8;0.000097
520;9;0.000169
520;10;0.000104
520;11;0.000140
520;12;0.000108
520;13;0.000113
520;14;0.000114
520;15;0.000117
520;16;0.000119
520;17;0.000156
520;18;0.000123
520;19;0.000127
521;0;0.000056
521;1;0.000065
521;2;0.000067
521;3;0.000071
521;4;0.000076
521;5;0.000082
521;6;0.000088
521;7;0.000091
521;8;0.000096
521;9;0.000119
521;10;0.000154
521;11;0.000140
521;12;0.000108
521;13;0.000111
521;14;0.000115
521;15;0.000119
521;16;0.000119
521;17;0.000125
521;18;0.000141
521;19;0.000143
522;0;0.000056
522;1;0.000065
522;2;0.000068
522;3;0.000091
522;4;0.000092
522;5;0.000083
522;6;0.000156
522;7;0.000163
522;8;0.000131
522;9;0.000101
522;10;0.000103
522;11;0.000107
522;12;0.000109
522;13;0.000113
522;14;0.000115
522;15;0.000117
522;16;0.000217
522;17;0.000126
522;18;0.000198
522;19;0.000287
523;0;0.000094
523;1;0.000082
523;2;0.000072
523;3;0.000110
523;4;0.000080
523;5;0.000105
523;6;0.000143
523;7;0.000096
523;8;0.000101
523;9;0.000105
523;10;0.000109
523;11;0.000109
523;12;0.000111
523;13;0.000153
523;14;0.000119
523;15;0.000122
523;16;0.000123
523;17;0.000129
523;18;0.000147
523;19;0.000147
524;0;0.000058
524;1;0.000121
524;2;0.000087
524;3;0.000075
524;4;0.000079
524;5;0.000086
524;6;0.000092
524;7;0.000132
524;8;0.000126
524;9;0.000120
524;10;0.000107
524;11;0.000110
524;12;0.000147
524;13;0.000116
524;14;0.000121
524;15;0.000121
524;16;0.000123
524;17;0.000159
524;18;0.000132
524;19;0.000165
525;0;0.000058
525;1;0.000066
525;2;0.000070
525;3;0.000075
525;4;0.000079
525;5;0.000085
525;6;0.000091
525;7;0.000096
525;8;0.000100
525;9;0.000105
525;10;0.000159
525;11;0.000109
525;12;0.000114
525;13;0.000117
525;14;0.000118
525;15;0.000140
525;16;0.000140
525;17;0.000163
525;18;0.000131
525;19;0.000132
526;0;0.000058
526;1;0.000067
526;2;0.000071
526;3;0.000074
526;4;0.000079
526;5;0.000086
526;6;0.000093
526;7;0.000118
526;8;0.000119
526;9;0.000106
526;10;0.000109
526;11;0.000110
526;12;0.000113
526;13;0.000116
526;14;0.000154
526;15;0.000121
526;16;0.000161
526;17;0.000126
526;18;0.000128
526;19;0.000132
527;0;0.000058
527;1;0.000068
527;2;0.000071
527;3;0.000078
527;4;0.000080
527;5;0.000108
527;6;0.000109
527;7;0.000132
527;8;0.000102
527;9;0.000107
527;10;0.000107
527;11;0.000110
527;12;0.000147
527;13;0.000117
527;14;0.000153
527;15;0.000143
527;16;0.000145
527;17;0.000127
527;18;0.000129
527;19;0.000131
528;0;0.000058
528;1;0.000066
528;2;0.000070
528;3;0.000094
528;4;0.000096
528;5;0.000087
528;6;0.000091
528;7;0.000096
528;8;0.000101
528;9;0.000104
528;10;0.000160
528;11;0.000129
528;12;0.000148
528;13;0.000116
528;14;0.000119
528;15;0.000123
528;16;0.000125
528;17;0.000126
528;18;0.000128
528;19;0.000152
529;0;0.000074
529;1;0.000068
529;2;0.000071
529;3;0.000075
529;4;0.000081
529;5;0.000086
529;6;0.000091
529;7;0.000131
529;8;0.000100
529;9;0.000140
529;10;0.000108
529;11;0.000111
529;12;0.000114
529;13;0.000117
529;14;0.000120
529;15;0.000122
529;16;0.000144
529;17;0.000146
529;18;0.000129
529;19;0.000131
530;0;0.000058
530;1;0.000068
530;2;0.000105
530;3;0.000075
530;4;0.000079
530;5;0.000120
530;6;0.000091
530;7;0.000097
530;8;0.000102
530;9;0.000105
530;10;0.000110
530;11;0.000112
530;12;0.000114
530;13;0.000154
530;14;0.000123
530;15;0.000124
530;16;0.000163
530;17;0.000131
530;18;0.000184
530;19;0.000136
531;0;0.000061
531;1;0.000070
531;2;0.000073
531;3;0.000078
531;4;0.000084
531;5;0.000091
531;6;0.000094
531;7;0.000101
531;8;0.000106
531;9;0.000108
531;10;0.000111
531;11;0.000115
531;12;0.000125
531;13;0.000122
531;14;0.000126
531;15;0.000128
531;16;0.000145
531;17;0.000128
531;18;0.000131
531;19;0.000169
532;0;0.000059
532;1;0.000068
532;2;0.000106
532;3;0.000076
532;4;0.000081
532;5;0.000088
532;6;0.000113
532;7;0.000103
532;8;0.000108
532;9;0.000128
532;10;0.000120
532;11;0.000119
532;12;0.000123
532;13;0.000148
532;14;0.000126
532;15;0.000129
532;16;0.000134
532;17;0.000136
532;18;0.000174
532;19;0.000144
533;0;0.000061
533;1;0.000071
533;2;0.000074
533;3;0.000079
533;4;0.000085
533;5;0.000132
533;6;0.000143
533;7;0.000125
533;8;0.000105
533;9;0.000113
533;10;0.000113
533;11;0.000114
533;12;0.000125
533;13;0.000147
533;14;0.000161
533;15;0.000144
533;16;0.000190
533;17;0.000161
533;18;0.000182
533;19;0.000143
534;0;0.000059
534;1;0.000072
534;2;0.000074
534;3;0.000078
534;4;0.000083
534;5;0.000090
534;6;0.000096
534;7;0.000101
534;8;0.000106
534;9;0.000110
534;10;0.000116
534;11;0.000116
534;12;0.000123
534;13;0.000125
534;14;0.000125
534;15;0.000127
534;16;0.000129
534;17;0.000134
534;18;0.000137
534;19;0.000139
535;0;0.000059
535;1;0.000069
535;2;0.000074
535;3;0.000077
535;4;0.000083
535;5;0.000093
535;6;0.000096
535;7;0.000101
535;8;0.000107
535;9;0.000111
535;10;0.000114
535;11;0.000121
535;12;0.000126
535;13;0.000122
535;14;0.000129
535;15;0.000141
535;16;0.000129
535;17;0.000133
535;18;0.000202
535;19;0.000139
536;0;0.000060
536;1;0.000069
536;2;0.000088
536;3;0.000106
536;4;0.000097
536;5;0.000121
536;6;0.000112
536;7;0.000113
536;8;0.000123
536;9;0.000160
536;10;0.000139
536;11;0.000151
536;12;0.000121
536;13;0.000122
536;14;0.000139
536;15;0.000162
536;16;0.000128
536;17;0.000136
536;18;0.000132
536;19;0.000209
537;0;0.000113
537;1;0.000070
537;2;0.000088
537;3;0.000076
537;4;0.000115
537;5;0.000089
537;6;0.000095
537;7;0.000099
537;8;0.000175
537;9;0.000134
537;10;0.000110
537;11;0.000114
537;12;0.000141
537;13;0.000145
537;14;0.000126
537;15;0.000127
537;16;0.000131
537;17;0.000134
537;18;0.000210
537;19;0.000141
538;0;0.000060
538;1;0.000069
538;2;0.000074
538;3;0.000093
538;4;0.000116
538;5;0.000159
538;6;0.000135
538;7;0.000140
538;8;0.000139
538;9;0.000113
538;10;0.000171
538;11;0.000146
538;12;0.000126
538;13;0.000135
538;14;0.000193
538;15;0.000249
538;16;0.000185
538;17;0.000150
538;18;0.000235
538;19;0.000193
539;0;0.000092
539;1;0.000086
539;2;0.000071
539;3;0.000129
539;4;0.000145
539;5;0.000132
539;6;0.000164
539;7;0.000155
539;8;0.000152
539;9;0.000130
539;10;0.000115
539;11;0.000117
539;12;0.000125
539;13;0.000125
539;14;0.000135
539;15;0.000133
539;16;0.000134
539;17;0.000176
539;18;0.000213
539;19;0.000219
540;0;0.000090
540;1;0.000103
540;2;0.000118
540;3;0.000102
540;4;0.000113
540;5;0.000114
540;6;0.000098
540;7;0.000101
540;8;0.000107
540;9;0.000113
540;10;0.000114
540;11;0.000126
540;12;0.000169
540;13;0.000123
540;14;0.000128
540;15;0.000132
540;16;0.000151
540;17;0.000159
540;18;0.000204
540;19;0.000153
541;0;0.000078
541;1;0.000112
541;2;0.000117
541;3;0.000136
541;4;0.000081
541;5;0.000089
541;6;0.000107
541;7;0.000103
541;8;0.000105
541;9;0.000111
541;10;0.000113
541;11;0.000116
541;12;0.000118
541;13;0.000122
541;14;0.000125
541;15;0.000127
541;16;0.000131
541;17;0.000131
541;18;0.000137
541;19;0.000139
542;0;0.000061
542;1;0.000070
542;2;0.000075
542;3;0.000079
542;4;0.000085
542;5;0.000091
542;6;0.000097
542;7;0.000101
542;8;0.000108
542;9;0.000113
542;10;0.000117
542;11;0.000117
542;12;0.000118
542;13;0.000122
542;14;0.000126
542;15;0.000129
542;16;0.000132
542;17;0.000132
542;18;0.000135
542;19;0.000139
543;0;0.000061
543;1;0.000070
543;2;0.000075
543;3;0.000078
543;4;0.000084
543;5;0.000090
543;6;0.000096
543;7;0.000101
543;8;0.000106
543;9;0.000112
543;10;0.000116
543;11;0.000116
543;12;0.000118
543;13;0.000123
543;14;0.000126
543;15;0.000128
543;16;0.000132
543;17;0.000134
543;18;0.000137
543;19;0.000150
544;0;0.000062
544;1;0.000071
544;2;0.000076
544;3;0.000089
544;4;0.000194
544;5;0.000164
544;6;0.000113
544;7;0.000144
544;8;0.000110
544;9;0.000112
544;10;0.000118
544;11;0.000125
544;12;0.000125
544;13;0.000234
544;14;0.000150
544;15;0.000204
544;16;0.000197
544;17;0.000198
544;18;0.000180
544;19;0.000143
545;0;0.000062
545;1;0.000071
545;2;0.000075
545;3;0.000088
545;4;0.000152
545;5;0.000134
545;6;0.000132
545;7;0.000102
545;8;0.000107
545;9;0.000112
545;10;0.000114
545;11;0.000117
545;12;0.000120
545;13;0.000124
545;14;0.000128
545;15;0.000129
545;16;0.000133
545;17;0.000143
545;18;0.000136
545;19;0.000141
546;0;0.000064
546;1;0.000071
546;2;0.000081
546;3;0.000089
546;4;0.000084
546;5;0.000093
546;6;0.000114
546;7;0.000101
546;8;0.000107
546;9;0.000111
546;10;0.000114
546;11;0.000116
546;12;0.000122
546;13;0.000124
546;14;0.000126
546;15;0.000130
546;16;0.000132
546;17;0.000133
546;18;0.000136
546;19;0.000142
547;0;0.000061
547;1;0.000072
547;2;0.000092
547;3;0.000090
547;4;0.000087
547;5;0.000099
547;6;0.000100
547;7;0.000116
547;8;0.000109
547;9;0.000116
547;10;0.000119
547;11;0.000123
547;12;0.000125
547;13;0.000128
547;14;0.000133
547;15;0.000152
547;16;0.000144
547;17;0.000136
547;18;0.000155
547;19;0.000225
548;0;0.000084
548;1;0.000071
548;2;0.000077
548;3;0.000078
548;4;0.000086
548;5;0.000091
548;6;0.000098
548;7;0.000111
548;8;0.000107
548;9;0.000111
548;10;0.000114
548;11;0.000116
548;12;0.000118
548;13;0.000123
548;14;0.000126
548;15;0.000129
548;16;0.000132
548;17;0.000134
548;18;0.000135
548;19;0.000138
549;0;0.000061
549;1;0.000070
549;2;0.000074
549;3;0.000079
549;4;0.000085
549;5;0.000090
549;6;0.000097
549;7;0.000101
549;8;0.000107
549;9;0.000110
549;10;0.000113
549;11;0.000116
549;12;0.000119
549;13;0.000123
549;14;0.000125
549;15;0.000129
549;16;0.000131
549;17;0.000133
549;18;0.000136
549;19;0.000140
550;0;0.000061
550;1;0.000071
550;2;0.000074
550;3;0.000078
550;4;0.000083
550;5;0.000090
550;6;0.000096
550;7;0.000101
550;8;0.000108
550;9;0.000111
550;10;0.000114
550;11;0.000116
550;12;0.000118
550;13;0.000123
550;14;0.000126
550;15;0.000129
550;16;0.000135
550;17;0.000148
550;18;0.000138
550;19;0.000141
551;0;0.000062
551;1;0.000071
551;2;0.000075
551;3;0.000085
551;4;0.000086
551;5;0.000134
551;6;0.000126
551;7;0.000139
551;8;0.000107
551;9;0.000112
551;10;0.000115
551;11;0.000119
551;12;0.000176
551;13;0.000192
551;14;0.000240
551;15;0.000203
551;16;0.000136
551;17;0.000136
551;18;0.000139
551;19;0.000141
552;0;0.000065
552;1;0.000073
552;2;0.000077
552;3;0.000081
552;4;0.000086
552;5;0.000093
552;6;0.000098
552;7;0.000105
552;8;0.000186
552;9;0.000169
552;10;0.000116
552;11;0.000120
552;12;0.000122
552;13;0.000127
552;14;0.000129
552;15;0.000132
552;16;0.000135
552;17;0.000140
552;18;0.000138
552;19;0.000141
553;0;0.000063
553;1;0.000073
553;2;0.000076
553;3;0.000081
553;4;0.000088
553;5;0.000092
553;6;0.000100
553;7;0.000104
553;8;0.000109
553;9;0.000114
553;10;0.000117
553;11;0.000120
553;12;0.000122
553;13;0.000127
553;14;0.000129
553;15;0.000133
553;16;0.000135
553;17;0.000139
553;18;0.000139
553;19;0.000142
554;0;0.000063
554;1;0.000073
554;2;0.000077
554;3;0.000081
554;4;0.000086
554;5;0.000093
554;6;0.000099
554;7;0.000104
554;8;0.000110
554;9;0.000115
554;10;0.000118
554;11;0.000122
554;12;0.000125
554;13;0.000129
554;14;0.000131
554;15;0.000135
554;16;0.000262
554;17;0.000173
554;18;0.000139
554;19;0.000181
555;0;0.000064
555;1;0.000072
555;2;0.000076
555;3;0.000080
555;4;0.000086
555;5;0.000093
555;6;0.000098
555;7;0.000103
555;8;0.000108
555;9;0.000113
555;10;0.000116
555;11;0.000119
555;12;0.000121
555;13;0.000127
555;14;0.000129
555;15;0.000131
555;16;0.000134
555;17;0.000140
555;18;0.000139
555;19;0.000141
556;0;0.000064
556;1;0.000071
556;2;0.000096
556;3;0.000136
556;4;0.000086
556;5;0.000093
556;6;0.000098
556;7;0.000104
556;8;0.000108
556;9;0.000114
556;10;0.000116
556;11;0.000118
556;12;0.000121
556;13;0.000126
556;14;0.000129
556;15;0.000131
556;16;0.000134
556;17;0.000135
556;18;0.000139
556;19;0.000141
557;0;0.000063
557;1;0.000072
557;2;0.000075
557;3;0.000080
557;4;0.000086
557;5;0.000093
557;6;0.000098
557;7;0.000104
557;8;0.000108
557;9;0.000114
557;10;0.000116
557;11;0.000118
557;12;0.000121
557;13;0.000126
557;14;0.000129
557;15;0.000132
557;16;0.000136
557;17;0.000138
557;18;0.000138
557;19;0.000142
558;0;0.000063
558;1;0.000072
558;2;0.000076
558;3;0.000082
558;4;0.000086
558;5;0.000094
558;6;0.000098
558;7;0.000106
558;8;0.000109
558;9;0.000114
558;10;0.000128
558;11;0.000118
558;12;0.000120
558;13;0.000126
558;14;0.000127
558;15;0.000131
558;16;0.000132
558;17;0.000134
558;18;0.000139
558;19;0.000139
559;0;0.000062
559;1;0.000071
559;2;0.000075
559;3;0.000079
559;4;0.000084
559;5;0.000092
559;6;0.000134
559;7;0.000103
559;8;0.000107
559;9;0.000131
559;10;0.000139
559;11;0.000118
559;12;0.000120
559;13;0.000126
559;14;0.000306
559;15;0.000211
559;16;0.000133
559;17;0.000152
559;18;0.000135
559;19;0.000138
560;0;0.000061
560;1;0.000070
560;2;0.000074
560;3;0.000078
560;4;0.000082
560;5;0.000091
560;6;0.000095
560;7;0.000101
560;8;0.000105
560;9;0.000110
560;10;0.000113
560;11;0.000115
560;12;0.000118
560;13;0.000122
560;14;0.000126
560;15;0.000128
560;16;0.000131
560;17;0.000132
560;18;0.000134
560;19;0.000138
561;0;0.000060
561;1;0.000069
561;2;0.000074
561;3;0.000079
561;4;0.000083
561;5;0.000090
561;6;0.000095
561;7;0.000100
561;8;0.000105
561;9;0.000111
561;10;0.000114
561;11;0.000116
561;12;0.000176
561;13;0.000240
561;14;0.000149
561;15;0.000150
561;16;0.000184
561;17;0.000173
561;18;0.000194
561;19;0.000272
562;0;0.000079
562;1;0.000072
562;2;0.000077
562;3;0.000081
562;4;0.000086
562;5;0.000093
562;6;0.000098
562;7;0.000103
562;8;0.000108
562;9;0.000114
562;10;0.000115
562;11;0.000119
562;12;0.000122
562;13;0.000127
562;14;0.000128
562;15;0.000131
562;16;0.000133
562;17;0.000135
562;18;0.000137
562;19;0.000140
563;0;0.000064
563;1;0.000072
563;2;0.000077
563;3;0.000081
563;4;0.000086
563;5;0.000092
563;6;0.000098
563;7;0.000104
563;8;0.000109
563;9;0.000114
563;10;0.000115
563;11;0.000119
563;12;0.000121
563;13;0.000168
563;14;0.000129
563;15;0.000131
563;16;0.000134
563;17;0.000141
563;18;0.000138
563;19;0.000140
564;0;0.000063
564;1;0.000072
564;2;0.000076
564;3;0.000080
564;4;0.000087
564;5;0.000092
564;6;0.000099
564;7;0.000104
564;8;0.000108
564;9;0.000113
564;10;0.000116
564;11;0.000119
564;12;0.000122
564;13;0.000125
564;14;0.000129
564;15;0.000133
564;16;0.000134
564;17;0.000137
564;18;0.000138
564;19;0.000141
565;0;0.000064
565;1;0.000073
565;2;0.000076
565;3;0.000082
565;4;0.000088
565;5;0.000093
565;6;0.000161
565;7;0.000120
565;8;0.000111
565;9;0.000115
565;10;0.000118
565;11;0.000122
565;12;0.000143
565;13;0.000300
565;14;0.000275
565;15;0.000133
565;16;0.000134
565;17;0.000138
565;18;0.000259
565;19;0.000141
566;0;0.000063
566;1;0.000073
566;2;0.000077
566;3;0.000082
566;4;0.000086
566;5;0.000093
566;6;0.000098
566;7;0.000103
566;8;0.000153
566;9;0.000113
566;10;0.000117
566;11;0.000202
566;12;0.000236
566;13;0.000125
566;14;0.000127
566;15;0.000129
566;16;0.000132
566;17;0.000139
566;18;0.000138
566;19;0.000139
567;0;0.000062
567;1;0.000071
567;2;0.000075
567;3;0.000079
567;4;0.000084
567;5;0.000092
567;6;0.000099
567;7;0.000103
567;8;0.000107
567;9;0.000111
567;10;0.000115
567;11;0.000117
567;12;0.000120
567;13;0.000124
567;14;0.000128
567;15;0.000130
567;16;0.000133
567;17;0.000134
567;18;0.000137
567;19;0.000140
568;0;0.000062
568;1;0.000070
568;2;0.000075
568;3;0.000101
568;4;0.000101
568;5;0.000095
568;6;0.000098
568;7;0.000103
568;8;0.000111
568;9;0.000115
568;10;0.000117
568;11;0.000190
568;12;0.000143
568;13;0.000144
568;14;0.000237
568;15;0.000302
568;16;0.000133
568;17;0.000134
568;18;0.000143
568;19;0.000140
569;0;0.000061
569;1;0.000071
569;2;0.000075
569;3;0.000079
569;4;0.000084
569;5;0.000092
569;6;0.000096
569;7;0.000102
569;8;0.000107
569;9;0.000112
569;10;0.000115
569;11;0.000117
569;12;0.000120
569;13;0.000124
569;14;0.000128
569;15;0.000130
569;16;0.000134
569;17;0.000135
569;18;0.000137
569;19;0.000141
570;0;0.000062
570;1;0.000071
570;2;0.000074
570;3;0.000080
570;4;0.000087
570;5;0.000092
570;6;0.000096
570;7;0.000102
570;8;0.000107
570;9;0.000111
570;10;0.000115
570;11;0.000117
570;12;0.000121
570;13;0.000125
570;14;0.000129
570;15;0.000130
570;16;0.000134
570;17;0.000135
570;18;0.000137
570;19;0.000141
571;0;0.000061
571;1;0.000072
571;2;0.000075
571;3;0.000079
571;4;0.000084
571;5;0.000091
571;6;0.000097
571;7;0.000102
571;8;0.000109
571;9;0.000113
571;10;0.000117
571;11;0.000119
571;12;0.000124
571;13;0.000125
571;14;0.000127
571;15;0.000130
571;16;0.000132
571;17;0.000136
571;18;0.000138
571;19;0.000142
572;0;0.000062
572;1;0.000071
572;2;0.000075
572;3;0.000080
572;4;0.000085
572;5;0.000091
572;6;0.000099
572;7;0.000147
572;8;0.000108
572;9;0.000114
572;10;0.000117
572;11;0.000120
572;12;0.000123
572;13;0.000201
572;14;0.000229
572;15;0.000200
572;16;0.000136
572;17;0.000136
572;18;0.000139
572;19;0.000144
573;0;0.000062
573;1;0.000071
573;2;0.000076
573;3;0.000080
573;4;0.000085
573;5;0.000092
573;6;0.000098
573;7;0.000103
573;8;0.000108
573;9;0.000114
573;10;0.000164
573;11;0.000119
573;12;0.000121
573;13;0.000201
573;14;0.000243
573;15;0.000133
573;16;0.000135
573;17;0.000137
573;18;0.000139
573;19;0.000142
574;0;0.000062
574;1;0.000072
574;2;0.000075
574;3;0.000080
574;4;0.000086
574;5;0.000092
574;6;0.000098
574;7;0.000103
574;8;0.000109
574;9;0.000113
574;10;0.000116
574;11;0.000120
574;12;0.000122
574;13;0.000128
574;14;0.000129
574;15;0.000132
574;16;0.000134
574;17;0.000136
574;18;0.000139
574;19;0.000141
575;0;0.000062
575;1;0.000071
575;2;0.000076
575;3;0.000080
575;4;0.000085
575;5;0.000093
575;6;0.000098
575;7;0.000103
575;8;0.000110
575;9;0.000114
575;10;0.000118
575;11;0.000119
575;12;0.000121
575;13;0.000200
575;14;0.000133
575;15;0.000134
575;16;0.000138
575;17;0.000140
575;18;0.000176
575;19;0.000179
576;0;0.000100
576;1;0.000073
576;2;0.000077
576;3;0.000167
576;4;0.000198
576;5;0.000166
576;6;0.000099
576;7;0.000104
576;8;0.000110
576;9;0.000113
576;10;0.000117
576;11;0.000119
576;12;0.000166
576;13;0.000161
576;14;0.000131
576;15;0.000133
576;16;0.000135
576;17;0.000136
576;18;0.000139
576;19;0.000142
577;0;0.000062
577;1;0.000072
577;2;0.000076
577;3;0.000080
577;4;0.000087
577;5;0.000093
577;6;0.000099
577;7;0.000104
577;8;0.000109
577;9;0.000114
577;10;0.000117
577;11;0.000120
577;12;0.000122
577;13;0.000128
577;14;0.000129
577;15;0.000133
577;16;0.000135
577;17;0.000142
577;18;0.000139
577;19;0.000142
578;0;0.000062
578;1;0.000072
578;2;0.000075
578;3;0.000082
578;4;0.000086
578;5;0.000092
578;6;0.000098
578;7;0.000104
578;8;0.000109
578;9;0.000113
578;10;0.000118
578;11;0.000120
578;12;0.000124
578;13;0.000127
578;14;0.000130
578;15;0.000132
578;16;0.000136
578;17;0.000137
578;18;0.000140
578;19;0.000144
579;0;0.000063
579;1;0.000073
579;2;0.000076
579;3;0.000081
579;4;0.000086
579;5;0.000093
579;6;0.000126
579;7;0.000121
579;8;0.000112
579;9;0.000117
579;10;0.000119
579;11;0.000126
579;12;0.000124
579;13;0.000253
579;14;0.000182
579;15;0.000170
579;16;0.000136
579;17;0.000138
579;18;0.000140
579;19;0.000144
580;0;0.000062
580;1;0.000073
580;2;0.000076
580;3;0.000081
580;4;0.000086
580;5;0.000093
580;6;0.000099
580;7;0.000104
580;8;0.000111
580;9;0.000115
580;10;0.000119
580;11;0.000123
580;12;0.000124
580;13;0.000127
580;14;0.000284
580;15;0.000171
580;16;0.000136
580;17;0.000138
580;18;0.000141
580;19;0.000143
581;0;0.000063
581;1;0.000072
581;2;0.000076
581;3;0.000081
581;4;0.000086
581;5;0.000094
581;6;0.000099
581;7;0.000104
581;8;0.000109
581;9;0.000114
581;10;0.000118
581;11;0.000120
581;12;0.000124
581;13;0.000128
581;14;0.000131
581;15;0.000133
581;16;0.000136
581;17;0.000141
581;18;0.000141
581;19;0.000144
582;0;0.000062
582;1;0.000074
582;2;0.000077
582;3;0.000081
582;4;0.000086
582;5;0.000093
582;6;0.000100
582;7;0.000105
582;8;0.000111
582;9;0.000115
582;10;0.000118
582;11;0.000122
582;12;0.000198
582;13;0.000131
582;14;0.000133
582;15;0.000136
582;16;0.000139
582;17;0.000141
582;18;0.000211
582;19;0.000182
583;0;0.000064
583;1;0.000074
583;2;0.000181
583;3;0.000197
583;4;0.000132
583;5;0.000093
583;6;0.000099
583;7;0.000105
583;8;0.000111
583;9;0.000115
583;10;0.000119
583;11;0.000121
583;12;0.000124
583;13;0.000128
583;14;0.000131
583;15;0.000134
583;16;0.000136
583;17;0.000140
583;18;0.000141
583;19;0.000145
584;0;0.000063
584;1;0.000073
584;2;0.000077
584;3;0.000081
584;4;0.000086
584;5;0.000094
584;6;0.000101
584;7;0.000105
584;8;0.000111
584;9;0.000115
584;10;0.000118
584;11;0.000121
584;12;0.000123
584;13;0.000129
584;14;0.000131
584;15;0.000134
584;16;0.000136
584;17;0.000139
584;18;0.000141
584;19;0.000147
585;0;0.000063
585;1;0.000073
585;2;0.000077
585;3;0.000081
585;4;0.000088
585;5;0.000094
585;6;0.000100
585;7;0.000105
585;8;0.000111
585;9;0.000116
585;10;0.000119
585;11;0.000121
585;12;0.000124
585;13;0.000130
585;14;0.000132
585;15;0.000135
